topic,stem,example_word,cooc_n,doc_freq
regulation,modul,modulate,49,139
regulation,myth,myths,49,140
regulation,overdraft,overdraft,49,197
regulation,plain,plain,49,321
regulation,pursuant,pursuant,49,135
regulation,recruit,recruitment,49,318
regulation,reddi,reddy,49,223
regulation,repatri,repatriation,49,99
regulation,repeal,repeal,49,131
regulation,solicit,solicit,49,140
regulation,spoken,spoken,49,331
regulation,subsid,subsidized,49,539
regulation,token,token,49,219
regulation,visit,visit,49,858
regulation,wast,waste,49,314
regulation,allot,allotment,48,301
regulation,award,award,48,497
regulation,bba,bba,48,31
regulation,bie,bies,48,87
regulation,broke,broke,48,345
regulation,cesr,cesr,48,36
regulation,cftc,cftc,48,55
regulation,complementar,complementarity,48,202
regulation,contributor,contributor,48,459
regulation,courag,courage,48,255
regulation,exagger,exaggerated,48,461
regulation,harmoni,harmony,48,264
regulation,industrialis,industrialised,48,446
regulation,inherit,inherited,48,197
regulation,interrel,interrelated,48,283
regulation,manpow,manpower,48,116
regulation,name,named,48,400
regulation,occup,occupational,48,366
regulation,outbreak,outbreak,48,594
regulation,outreach,outreach,48,392
regulation,overst,overstate,48,351
regulation,overvalu,overvalued,48,334
regulation,passiv,passive,48,295
regulation,penetr,penetration,48,434
regulation,preparatori,preparatory,48,187
regulation,realign,realignment,48,181
regulation,rochest,rochester,48,95
regulation,sacrific,sacrifice,48,221
regulation,satisfact,satisfaction,48,335
regulation,sdds,sdds,48,36
regulation,srm,srm,48,77
regulation,supplant,supplant,48,51
regulation,trilemma,trilemma,48,120
regulation,unambigu,unambiguously,48,324
regulation,unreal,unrealized,48,72
regulation,varianc,variance,48,249
regulation,contin,continent,47,483
regulation,crdiv,crdiv,47,12
regulation,crowd,crowd,47,455
regulation,drag,drag,47,770
regulation,farm,farm,47,391
regulation,fortifi,fortified,47,80
regulation,geopolit,geopolitical,47,820
regulation,grate,grateful,47,1383
regulation,indonesian,indonesian,47,168
regulation,kohn,kohn,47,205
regulation,loop,loop,47,507
regulation,misalign,misalignments,47,338
regulation,nairu,nairu,47,166
regulation,pittsburgh,pittsburgh,47,107
regulation,prolifer,proliferation,47,295
regulation,raw,raw,47,560
regulation,seamless,seamless,47,279
regulation,skew,skewed,47,377
regulation,turnov,turnover,47,599
regulation,vii,vii,47,184
regulation,aliv,alive,46,253
regulation,corrupt,corruption,46,195
regulation,drift,drift,46,405
regulation,elast,elasticity,46,380
regulation,farmer,farmers,46,320
regulation,finma,finma,46,62
regulation,hub,hub,46,339
regulation,ic,ics,46,15
regulation,influenti,influential,46,328
regulation,interst,interstate,46,159
regulation,kroszner,kroszner,46,67
regulation,myriad,myriad,46,222
regulation,pros,pros,46,192
regulation,reactiv,reactivation,46,169
regulation,rival,rivals,46,151
regulation,scarciti,scarcity,46,239
regulation,silver,silver,46,233
regulation,simplest,simplest,46,154
regulation,thailand,thailand,46,395
regulation,trader,traders,46,364
regulation,uncomfort,uncomfortable,46,311
regulation,waiver,waivers,46,67
regulation,atlant,atlantic,45,366
regulation,avert,avert,45,395
regulation,blur,blurred,45,357
regulation,bureaucrat,bureaucratic,45,139
regulation,caveat,caveats,45,305
regulation,chap,chaps,45,68
regulation,clarida,clarida,45,115
regulation,complain,complain,45,193
regulation,damp,damp,45,236
regulation,delin,delineated,45,131
regulation,dip,dip,45,284
regulation,discharg,discharge,45,224
regulation,disintermedi,disintermediation,45,132
regulation,dysfunct,dysfunction,45,306
regulation,exogen,exogenous,45,453
regulation,flat,flat,45,748
regulation,freer,freer,45,83
regulation,hidden,hidden,45,288
regulation,imprud,imprudent,45,195
regulation,invari,invariably,45,296
regulation,lakh,lakh,45,211
regulation,mild,mild,45,450
regulation,overseen,overseen,45,108
regulation,pfmis,pfmis,45,26
regulation,privatis,privatisation,45,185
regulation,proxim,proximate,45,359
regulation,quo,quo,45,252
regulation,reaffirm,reaffirmed,45,328
regulation,redistribut,redistribution,45,427
regulation,retrospect,retrospect,45,416
regulation,scrap,scrapping,45,84
regulation,seed,seed,45,350
regulation,senat,senate,45,440
regulation,shortterm,shortterm,45,357
regulation,staf,staffing,45,112
regulation,standpoint,standpoint,45,295
regulation,unanim,unanimity,45,287
regulation,walk,walk,45,374
regulation,withdrawn,withdrawn,45,374
regulation,accret,accretion,44,80
regulation,await,await,44,232
regulation,codifi,codified,44,101
regulation,contemporari,contemporary,44,323
regulation,counterproduct,counterproductive,44,253
regulation,cras,cras,44,13
regulation,expediti,expeditiously,44,190
regulation,fhc,fhc,44,17
regulation,fiat,fiat,44,156
regulation,fis,fis,44,79
regulation,fsdc,fsdc,44,59
regulation,geneva,geneva,44,256
regulation,handbook,handbook,44,310
regulation,illus,illusion,44,265
regulation,intraday,intraday,44,165
regulation,issb,issb,44,20
regulation,motor,motor,44,348
regulation,municip,municipal,44,256
regulation,penalis,penalised,44,142
regulation,peripheri,periphery,44,186
regulation,persever,perseverance,44,135
regulation,pioneer,pioneering,44,427
regulation,prc,prc,44,42
regulation,referendum,referendum,44,255
regulation,remaind,remainder,44,505
regulation,resumpt,resumption,44,264
regulation,retreat,retreat,44,248
regulation,sake,sake,44,331
regulation,salient,salient,44,251
regulation,scandal,scandals,44,217
regulation,skeptic,skeptical,44,248
regulation,societ,societal,44,243
regulation,tarp,tarp,44,51
regulation,abss,abss,43,73
regulation,aggrav,aggravated,43,430
regulation,barro,barro,43,128
regulation,canton,cantons,43,133
regulation,compulsori,compulsory,43,159
regulation,concomit,concomitant,43,210
regulation,concordat,concordat,43,18
regulation,daunt,daunting,43,270
regulation,flood,flood,43,347
regulation,headroom,headroom,43,54
regulation,immigr,immigration,43,319
regulation,impend,impending,43,175
regulation,internalis,internalise,43,216
regulation,ledger,ledger,43,264
regulation,longterm,longterm,43,431
regulation,luca,lucas,43,312
regulation,mental,mentality,43,175
regulation,narrowli,narrowly,43,215
regulation,occurr,occurrence,43,300
regulation,opac,opacity,43,166
regulation,patchwork,patchwork,43,59
regulation,phone,phone,43,509
regulation,portug,portugal,43,461
regulation,refrain,refrain,43,325
regulation,reliant,reliant,43,345
regulation,repercuss,repercussions,43,451
regulation,seventh,seventh,43,278
regulation,sketch,sketch,43,217
regulation,storm,storm,43,384
regulation,stylis,stylised,43,244
regulation,suspens,suspension,43,162
regulation,templat,template,43,133
regulation,thereof,thereof,43,174
regulation,thought,thoughtful,43,192
regulation,underdevelop,underdeveloped,43,206
regulation,unpredict,unpredictable,43,424
regulation,abnorm,abnormal,42,208
regulation,activist,activist,42,166
regulation,banco,banco,42,328
regulation,bottleneck,bottlenecks,42,515
regulation,categor,categorized,42,167
regulation,cohes,cohesion,42,297
regulation,collin,collins,42,60
regulation,confeder,confederation,42,290
regulation,discern,discern,42,351
regulation,grievanc,grievance,42,150
regulation,headquart,headquartered,42,223
regulation,irregular,irregularities,42,144
regulation,lent,lent,42,267
regulation,logist,logistical,42,385
regulation,multifactor,multifactor,42,47
regulation,nineteenth,nineteenth,42,189
regulation,oxford,oxford,42,439
regulation,pfmi,pfmi,42,29
regulation,preferenti,preferential,42,168
regulation,provinc,province,42,297
regulation,revolv,revolved,42,198
regulation,rigour,rigour,42,115
regulation,roe,roe,42,74
regulation,screen,screen,42,351
regulation,tilt,tilt,42,374
regulation,tokyo,tokyo,42,587
regulation,toxic,toxic,42,143
regulation,upfront,upfront,42,137
regulation,viii,viii,42,152
regulation,basket,basket,41,670
regulation,cea,cea,41,15
regulation,compress,compression,41,498
regulation,continent,continental,41,317
regulation,discontinu,discontinued,41,370
regulation,drew,drew,41,247
regulation,endang,endanger,41,353
regulation,evas,evasion,41,98
regulation,expedit,expedited,41,151
regulation,guess,guess,41,360
regulation,incident,incidentally,41,359
regulation,jame,james,41,479
regulation,leeway,leeway,41,193
regulation,lobbi,lobby,41,94
regulation,lossabsorb,lossabsorbing,41,32
regulation,nexus,nexus,41,234
regulation,nudg,nudge,41,112
regulation,paus,pause,41,376
regulation,peso,peso,41,211
regulation,revalu,revaluation,41,172
regulation,shield,shield,41,307
regulation,shoulder,shoulder,41,238
regulation,spike,spike,41,518
regulation,steril,sterilization,41,158
regulation,sticki,sticky,41,321
regulation,sweden,sweden,41,507
regulation,unrealist,unrealistic,41,305
regulation,vendor,vendor,41,172
regulation,accuraci,accuracy,40,327
regulation,anomali,anomaly,40,138
regulation,attest,attest,40,168
regulation,ball,ball,40,229
regulation,brainard,brainard,40,202
regulation,capitalist,capitalists,40,117
regulation,digitalis,digitalisation,40,230
regulation,discov,discovered,40,390
regulation,disregard,disregard,40,206
regulation,enron,enron,40,95
regulation,facet,facets,40,238
regulation,factori,factories,40,294
regulation,fals,false,40,374
regulation,giant,giant,40,205
regulation,goodwil,goodwill,40,68
regulation,humil,humility,40,127
regulation,impuls,impulses,40,574
regulation,invis,invisible,40,178
regulation,irrat,irrational,40,247
regulation,jgbs,jgbs,40,304
regulation,lcbos,lcbos,40,14
regulation,mishkin,mishkin,40,195
regulation,nationwid,nationwide,40,432
regulation,ombudsman,ombudsman,40,87
regulation,overestim,overestimated,40,251
regulation,peter,peter,40,586
regulation,pollut,pollution,40,130
regulation,psps,psps,40,24
regulation,rebal,rebalance,40,244
regulation,sir,sir,40,400
regulation,slump,slump,40,452
regulation,sounder,sounder,40,187
regulation,unrel,unrelated,40,305
regulation,wallet,wallets,40,198
regulation,will,wills,40,121
regulation,winter,winter,40,449
regulation,wipe,wiped,40,136
regulation,workout,workouts,40,99
regulation,angel,angel,39,118
regulation,arrear,arrears,39,155
regulation,bhcs,bhcs,39,24
regulation,blend,blend,39,121
regulation,boj,boj,39,180
regulation,clearinghous,clearinghouses,39,84
regulation,constancio,constancio,39,152
regulation,convict,conviction,39,380
regulation,counterfeit,counterfeiting,39,223
regulation,fifteen,fifteen,39,312
regulation,freez,freezing,39,210
regulation,inaugur,inaugural,39,550
regulation,institution,institutionalized,39,91
regulation,lisbon,lisbon,39,280
regulation,longstand,longstanding,39,180
regulation,luxembourg,luxembourg,39,274
regulation,mask,mask,39,298
regulation,mega,mega,39,93
regulation,menu,menu,39,177
regulation,meyer,meyer,39,196
regulation,neighborhood,neighborhoods,39,246
regulation,nutshel,nutshell,39,188
regulation,phenomena,phenomena,39,394
regulation,prong,pronged,39,161
regulation,refus,refuse,39,260
regulation,reorgan,reorganization,39,195
regulation,roundtabl,roundtable,39,208
regulation,standstil,standstill,39,137
regulation,stark,stark,39,454
regulation,strongest,strongest,39,429
regulation,taper,taper,39,351
regulation,telecom,telecom,39,159
regulation,unfett,unfettered,39,93
regulation,unleash,unleashed,39,264
regulation,unrestrict,unrestricted,39,70
regulation,visa,visa,39,106
regulation,walli,wallis,39,54
regulation,wedg,wedge,39,168
regulation,agil,agility,38,173
regulation,air,air,38,432
regulation,bliley,bliley,38,78
regulation,brief,briefing,38,253
regulation,catastroph,catastrophe,38,272
regulation,chile,chile,38,239
regulation,divest,divest,38,107
regulation,dlt,dlt,38,78
regulation,doubtless,doubtless,38,200
regulation,emd,emdes,38,35
regulation,euro,euros,38,313
regulation,expir,expire,38,261
regulation,explos,explosion,38,284
regulation,fault,fault,38,243
regulation,fedai,fedai,38,27
regulation,firewal,firewalls,38,104
regulation,generalis,generalised,38,318
regulation,generous,generous,38,315
regulation,hud,hud,38,21
regulation,ilc,ilcs,38,11
regulation,infanc,infancy,38,143
regulation,interlinkag,interlinkages,38,169
regulation,intertwin,intertwined,38,255
regulation,invent,invention,38,323
regulation,jean,jean,38,795
regulation,lighter,lighter,38,62
regulation,lolr,lolr,38,42
regulation,mccallum,mccallum,38,52
regulation,mindset,mindset,38,319
regulation,procur,procurement,38,228
regulation,revert,revert,38,315
regulation,rosc,roscs,38,25
regulation,seem,seemingly,38,407
regulation,steagal,steagall,38,67
regulation,tide,tide,38,247
regulation,toolbox,toolbox,38,124
regulation,unsound,unsound,38,157
regulation,uphil,uphill,38,44
regulation,bespok,bespoke,37,74
regulation,cbi,cbi,37,176
regulation,corollari,corollary,37,164
regulation,coupon,coupon,37,210
regulation,dfis,dfis,37,31
regulation,expressli,expressly,37,80
regulation,gramm,gramm,37,82
regulation,greek,greek,37,271
regulation,hicp,hicp,37,529
regulation,indefinit,indefinitely,37,359
regulation,invoic,invoicing,37,218
regulation,invok,invoke,37,159
regulation,jgb,jgb,37,223
regulation,landmark,landmark,37,141
regulation,liftoff,liftoff,37,53
regulation,misunderstand,misunderstanding,37,262
regulation,nineti,nineties,37,316
regulation,normat,normative,37,96
regulation,osfi,osfi,37,33
regulation,pacif,pacific,37,297
regulation,perpetu,perpetual,37,251
regulation,poorer,poorer,37,240
regulation,rebuilt,rebuilt,37,80
regulation,reced,receded,37,517
regulation,registrar,registrar,37,49
regulation,roger,roger,37,301
regulation,sft,sft,37,18
regulation,sharper,sharper,37,349
regulation,stone,stone,37,234
regulation,superintend,superintendent,37,77
regulation,tinbergen,tinbergen,37,72
regulation,uncondit,unconditional,37,156
regulation,valley,valley,37,168
regulation,vicious,vicious,37,416
regulation,vicker,vickers,37,66
regulation,wane,waned,37,545
regulation,abstract,abstract,36,402
regulation,amalgam,amalgamation,36,66
regulation,apr,apr,36,235
regulation,cbdcs,cbdcs,36,70
regulation,centric,centric,36,135
regulation,cliff,cliff,36,197
regulation,closur,closure,36,310
regulation,column,column,36,156
regulation,costless,costless,36,111
regulation,cryptoasset,cryptoassets,36,37
regulation,debell,debelle,36,151
regulation,dismiss,dismissal,36,286
regulation,dsge,dsge,36,128
regulation,edit,edition,36,515
regulation,fare,fare,36,318
regulation,ferguson,ferguson,36,202
regulation,fmi,fmi,36,54
regulation,formid,formidable,36,326
regulation,harvard,harvard,36,317
regulation,inact,inaction,36,304
regulation,inadvert,inadvertently,36,135
regulation,insensit,insensitive,36,102
regulation,kit,kit,36,116
regulation,mechanist,mechanistic,36,125
regulation,medic,medical,36,431
regulation,mundel,mundell,36,98
regulation,outward,outward,36,233
regulation,pervas,pervasive,36,323
regulation,phrase,phrase,36,383
regulation,plug,plug,36,111
regulation,propens,propensity,36,363
regulation,random,random,36,279
regulation,recip,recipe,36,198
regulation,redeem,redeem,36,221
regulation,refocus,refocus,36,140
regulation,rehabilit,rehabilitation,36,141
regulation,seller,sellers,36,384
regulation,silicon,silicon,36,107
regulation,testifi,testify,36,229
regulation,tone,tone,36,229
regulation,unaffect,unaffected,36,248
regulation,unreason,unreasonable,36,189
regulation,wire,wire,36,143
regulation,won,won,36,356
regulation,zealand,zealand,36,412
regulation,apprehens,apprehension,35,110
regulation,bagehot,bagehot,35,144
regulation,blanket,blanket,35,103
regulation,bop,bop,35,76
regulation,career,career,35,606
regulation,configur,configuration,35,252
regulation,densiti,density,35,186
regulation,enunci,enunciated,35,79
regulation,eur,eur,35,310
regulation,fallaci,fallacies,35,125
regulation,forb,forbes,35,98
regulation,freed,freed,35,126
regulation,habit,habits,35,370
regulation,hoard,hoarding,35,261
regulation,legislatur,legislatures,35,123
regulation,lopez,lopez,35,146
regulation,mae,mae,35,156
regulation,netherland,netherlands,35,494
regulation,obstfeld,obstfeld,35,104
regulation,persuad,persuade,35,253
regulation,pocket,pockets,35,307
regulation,prepay,prepayment,35,144
regulation,prof,prof,35,260
regulation,quarl,quarles,35,76
regulation,rrbs,rrbs,35,100
regulation,rush,rush,35,282
regulation,sadc,sadc,35,66
regulation,sfbc,sfbc,35,22
regulation,shop,shop,35,543
regulation,sichel,sichel,35,66
regulation,tempt,tempted,35,408
regulation,traction,traction,35,256
regulation,worthi,worthy,35,310
regulation,wound,wound,35,177
regulation,academia,academia,34,343
regulation,apparatus,apparatus,34,91
regulation,bought,bought,34,399
regulation,bypass,bypass,34,90
regulation,chip,chip,34,260
regulation,conven,convened,34,260
regulation,cumbersom,cumbersome,34,110
regulation,discriminatori,discriminatory,34,110
regulation,disloc,dislocation,34,358
regulation,dot,dotted,34,356
regulation,eastern,eastern,34,683
regulation,fallout,fallout,34,346
regulation,frb,frb,34,146
regulation,fungibl,fungible,34,74
regulation,georg,george,34,398
regulation,grasp,grasp,34,311
regulation,haskel,haskel,34,81
regulation,height,height,34,410
regulation,herd,herd,34,240
regulation,homeown,homeowners,34,294
regulation,icai,icai,34,29
regulation,iif,iif,34,100
regulation,immun,immune,34,351
regulation,jan,jan,34,424
regulation,manifold,manifold,34,168
regulation,mute,muted,34,454
regulation,nationalis,nationalised,34,158
regulation,out,outs,34,166
regulation,primaci,primacy,34,145
regulation,rein,rein,34,254
regulation,revitalis,revitalising,34,101
regulation,shorten,shortened,34,329
regulation,solo,solo,34,24
regulation,tenet,tenets,34,131
regulation,tenth,tenth,34,316
regulation,throw,throw,34,265
regulation,transitori,transitory,34,523
regulation,turnaround,turnaround,34,323
regulation,undertook,undertook,34,262
regulation,unforeseen,unforeseen,34,280
regulation,unlock,unlock,34,205
regulation,yuan,yuan,34,156
regulation,aadhaar,aadhaar,33,67
regulation,anim,animal,33,278
regulation,bright,bright,33,290
regulation,children,children,33,462
regulation,cit,cit,33,202
regulation,cloud,cloud,33,423
regulation,contextu,contextual,33,101
regulation,copi,copy,33,185
regulation,custodi,custody,33,142
regulation,debentur,debentures,33,112
regulation,disciplinari,disciplinary,33,119
regulation,echo,echoes,33,253
regulation,economis,economise,33,70
regulation,fmsb,fmsb,33,11
regulation,footnot,footnote,33,237
regulation,grain,grain,33,230
regulation,hing,hinges,33,249
regulation,incipi,incipient,33,239
regulation,incompat,incompatible,33,176
regulation,inertia,inertia,33,238
regulation,interlink,interlinked,33,176
regulation,keyn,keynes,33,298
regulation,laurenc,laurence,33,149
regulation,leach,leach,33,85
regulation,lengthen,lengthening,33,350
regulation,mit,mit,33,333
regulation,naiv,naive,33,119
regulation,onshor,onshore,33,87
regulation,ppp,ppp,33,196
regulation,preclud,preclude,33,225
regulation,preemptiv,preemptive,33,195
regulation,rectifi,rectify,33,138
regulation,registri,registry,33,77
regulation,revit,revitalization,33,265
regulation,shade,shaded,33,231
regulation,simplist,simplistic,33,136
regulation,suppress,suppress,33,302
regulation,systemwid,systemwide,33,70
regulation,town,town,33,440
regulation,trivial,trivial,33,186
regulation,undercapit,undercapitalized,33,56
regulation,vacuum,vacuum,33,132
regulation,accus,accused,32,153
regulation,antitrust,antitrust,32,53
regulation,bowman,bowman,32,99
regulation,campaign,campaign,32,425
regulation,cognit,cognitive,32,96
regulation,croni,crony,32,18
regulation,csds,csds,32,54
regulation,custodian,custodians,32,202
regulation,diagnosi,diagnosis,32,246
regulation,duisenberg,duisenberg,32,231
regulation,eurostat,eurostat,32,311
regulation,fera,fera,32,27
regulation,filter,filter,32,229
regulation,forego,foregoing,32,107
regulation,forestal,forestall,32,208
regulation,general,generalized,32,311
regulation,glad,glad,32,302
regulation,honor,honor,32,897
regulation,imparti,impartial,32,124
regulation,interest,interestingly,32,376
regulation,jeopardis,jeopardise,32,386
regulation,knock,knock,32,273
regulation,leakag,leakage,32,91
regulation,multitud,multitude,32,167
regulation,mumbai,mumbai,32,490
regulation,nbfis,nbfis,32,28
regulation,orthodoxi,orthodoxy,32,76
regulation,outperform,outperform,32,203
regulation,overdu,overdue,32,144
regulation,prejudic,prejudice,32,234
regulation,rollov,rollover,32,144
regulation,sensibl,sensibly,32,123
regulation,sharpen,sharpen,32,169
regulation,tentat,tentative,32,402
regulation,toughen,toughen,32,39
regulation,trial,trial,32,167
regulation,twentieth,twentieth,32,308
regulation,unbundl,unbundling,32,129
regulation,underli,underlie,32,140
regulation,unequivoc,unequivocal,32,155
regulation,unfortun,unfortunate,32,240
regulation,unif,unification,32,196
regulation,accredit,accreditation,31,65
regulation,alm,alm,31,66
regulation,amort,amortization,31,117
regulation,asean,asean,31,236
regulation,attenu,attenuating,31,159
regulation,backlog,backlogs,31,141
regulation,bundesbank,bundesbank,31,431
regulation,caught,caught,31,316
regulation,cdfis,cdfis,31,33
regulation,coast,coast,31,128
regulation,conjunctur,conjuncture,31,253
regulation,contradict,contradiction,31,244
regulation,coven,covenants,31,113
regulation,criticis,criticised,31,228
regulation,decentr,decentralized,31,152
regulation,denot,denote,31,195
regulation,disagr,disagreement,31,222
regulation,displac,displaced,31,276
regulation,doctrin,doctrine,31,133
regulation,doddfrank,doddfrank,31,30
regulation,eager,eager,31,224
regulation,eighth,eighth,31,211
regulation,emin,eminent,31,326
regulation,enrich,enrich,31,308
regulation,frustrat,frustrate,31,266
regulation,gamut,gamut,31,83
regulation,geographi,geography,31,268
regulation,hallmark,hallmark,31,154
regulation,hardwar,hardware,31,128
regulation,inflationtarget,inflationtargeting,31,80
regulation,isda,isda,31,61
regulation,len,lens,31,175
regulation,longev,longevity,31,178
regulation,memorandum,memorandum,31,217
regulation,mica,mica,31,17
regulation,mistaken,mistaken,31,201
regulation,nascent,nascent,31,204
regulation,nondefens,nondefense,31,40
regulation,nondepositori,nondepository,31,52
regulation,obviat,obviate,31,107
regulation,omo,omos,31,94
regulation,onus,onus,31,105
regulation,penal,penal,31,116
regulation,regtech,regtech,31,20
regulation,row,row,31,208
regulation,scene,scene,31,371
regulation,surrog,surrogates,31,35
regulation,thread,thread,31,101
regulation,trough,trough,31,457
regulation,uncov,uncovered,31,233
regulation,undervalu,undervalued,31,155
regulation,unscrupul,unscrupulous,31,66
regulation,villag,villages,31,257
regulation,waiv,waive,31,61
regulation,apex,apex,30,75
regulation,apt,aptly,30,204
regulation,bargain,bargaining,30,360
regulation,barrel,barrel,30,416
regulation,brokerag,brokerage,30,150
regulation,camel,camels,30,54
regulation,chequ,cheque,30,219
regulation,claudio,claudio,30,97
regulation,crack,cracks,30,137
regulation,csd,csd,30,37
regulation,dash,dashed,30,248
regulation,devast,devastating,30,401
regulation,discoveri,discovery,30,426
regulation,distant,distant,30,402
regulation,district,district,30,355
regulation,experiment,experimentation,30,241
regulation,flux,flux,30,65
regulation,heuvel,heuvel,30,25
regulation,infer,infer,30,465
regulation,institutionalis,institutionalised,30,93
regulation,jordan,jordan,30,232
regulation,laf,laf,30,92
regulation,linger,lingering,30,320
regulation,michell,michelle,30,111
regulation,mra,mra,30,18
regulation,nich,niche,30,212
regulation,obscur,obscure,30,259
regulation,pendulum,pendulum,30,66
regulation,philip,philip,30,358
regulation,propel,propel,30,186
regulation,proud,proud,30,440
regulation,psycholog,psychology,30,312
regulation,quota,quotas,30,214
regulation,reconsider,reconsideration,30,56
regulation,revok,revoked,30,61
regulation,saporta,saporta,30,56
regulation,sbi,sbi,30,76
regulation,sea,sea,30,380
regulation,segreg,segregation,30,138
regulation,setup,setup,30,126
regulation,statutorili,statutorily,30,58
regulation,stochast,stochastic,30,159
regulation,subtract,subtracting,30,252
regulation,tempor,temporal,30,161
regulation,tweak,tweaking,30,53
regulation,underserv,underserved,30,161
regulation,underst,understated,30,194
regulation,unilater,unilateral,30,192
regulation,valv,valve,30,69
regulation,versa,versa,30,348
regulation,westlak,westlake,30,15
regulation,adrian,adrian,29,221
regulation,algorithm,algorithms,29,177
regulation,alleg,alleged,29,224
regulation,anecdot,anecdotal,29,381
regulation,annualis,annualised,29,325
regulation,beg,begs,29,133
regulation,blanchard,blanchard,29,250
regulation,calm,calm,29,462
regulation,carv,carved,29,80
regulation,comprehend,comprehend,29,130
regulation,compuls,compulsions,29,142
regulation,conservat,conservatism,29,58
regulation,den,den,29,116
regulation,desk,desks,29,163
regulation,drain,drain,29,248
regulation,dubious,dubious,29,96
regulation,english,english,29,695
regulation,euribor,euribor,29,121
regulation,european,europeans,29,358
regulation,fifth,fifthly,29,160
regulation,forti,forty,29,273
regulation,french,french,29,452
regulation,hitherto,hitherto,29,252
regulation,incentiv,incentivize,29,87
regulation,kansa,kansas,29,611
regulation,lifetim,lifetime,29,294
regulation,mss,mss,29,49
regulation,mysteri,mystery,29,102
regulation,nabard,nabard,29,83
regulation,nelson,nelson,29,209
regulation,park,park,29,230
regulation,patent,patent,29,129
regulation,pipelin,pipeline,29,294
regulation,plung,plunge,29,404
regulation,powel,powell,29,262
regulation,quantif,quantification,29,146
regulation,ramif,ramifications,29,179
regulation,reuter,reuters,29,273
regulation,seoul,seoul,29,166
regulation,sep,sep,29,264
regulation,shelter,sheltered,29,198
regulation,steep,steep,29,492
regulation,strip,stripping,29,220
regulation,subscript,subscription,29,106
regulation,truste,trustees,29,120
regulation,unsurpris,unsurprisingly,29,186
regulation,unwil,unwilling,29,208
regulation,vardoulaki,vardoulakis,29,16
regulation,wonder,wonderful,29,394
regulation,adam,adam,28,289
regulation,amortis,amortisation,28,53
regulation,auto,auto,28,352
regulation,backup,backup,28,150
regulation,bitcoin,bitcoin,28,99
regulation,concess,concessions,28,107
regulation,contenti,contentious,28,132
regulation,crystallis,crystallise,28,193
regulation,cultiv,cultivate,28,244
regulation,cure,cure,28,210
regulation,decent,decent,28,116
regulation,decomposit,decomposition,28,214
regulation,delv,delve,28,155
regulation,deutsch,deutsche,28,480
regulation,dti,dti,28,45
regulation,ecofin,ecofin,28,238
regulation,esma,esma,28,49
regulation,feldstein,feldstein,28,87
regulation,fimmda,fimmda,28,54
regulation,flip,flip,28,159
regulation,forev,forever,28,259
regulation,gradat,gradation,28,38
regulation,hasten,hasten,28,182
regulation,imag,image,28,427
regulation,irrespons,irresponsible,28,141
regulation,jeremi,jeremy,28,164
regulation,levin,levine,28,196
regulation,magnifi,magnify,28,265
regulation,millennium,millennium,28,301
regulation,mohan,mohan,28,105
regulation,narrat,narrative,28,300
regulation,neoclass,neoclassical,28,64
regulation,nice,nice,28,261
regulation,ninth,ninth,28,138
regulation,nps,nps,28,19
regulation,paragraph,paragraph,28,204
regulation,percentil,percentile,28,111
regulation,persuas,persuasive,28,248
regulation,pitfal,pitfalls,28,179
regulation,prosecut,prosecution,28,67
regulation,provision,provisional,28,160
regulation,recap,recap,28,135
regulation,reinhart,reinhart,28,241
regulation,reorganis,reorganisation,28,108
regulation,rmbs,rmbs,28,75
regulation,roof,roof,28,117
regulation,satisfactorili,satisfactorily,28,113
regulation,scar,scarring,28,257
regulation,scholar,scholars,28,327
regulation,smith,smith,28,353
regulation,socio,socio,28,227
regulation,storag,storage,28,264
regulation,suboptim,suboptimal,28,101
regulation,thank,thankfully,28,479
regulation,unbank,unbanked,28,189
regulation,unquestion,unquestionably,28,100
regulation,virtuous,virtuous,28,577
regulation,yardstick,yardstick,28,176
regulation,alarm,alarm,27,226
regulation,biodivers,biodiversity,27,49
regulation,brazilian,brazilian,27,118
regulation,cac,cac,27,40
regulation,calendar,calendar,27,341
regulation,cecchetti,cecchetti,27,128
regulation,chronic,chronic,27,292
regulation,coexist,coexistence,27,210
regulation,congratul,congratulate,27,681
regulation,contest,contested,27,201
regulation,critiqu,critique,27,141
regulation,cva,cva,27,12
regulation,deactiv,deactivated,27,16
regulation,defeat,defeating,27,173
regulation,delight,delighted,27,648
regulation,dinner,dinner,27,464
regulation,dose,dose,27,144
regulation,downsiz,downsizing,27,128
regulation,emption,emption,27,83
regulation,exploratori,exploratory,27,87
regulation,fii,fii,27,96
regulation,fisher,fisher,27,257
regulation,generic,generic,27,135
regulation,heat,heat,27,309
regulation,hot,hot,27,324
regulation,imput,imputed,27,106
regulation,intact,intact,27,205
regulation,ir,irs,27,56
regulation,korean,korean,27,221
regulation,lawmak,lawmakers,27,48
regulation,loom,looming,27,249
regulation,moot,moot,27,82
regulation,northern,northern,27,331
regulation,nowaday,nowadays,27,311
regulation,ontario,ontario,27,314
regulation,passport,passport,27,70
regulation,peripher,peripheral,27,253
regulation,pfrda,pfrda,27,29
regulation,plethora,plethora,27,90
regulation,predic,predicated,27,153
regulation,provok,provoked,27,269
regulation,ran,ran,27,321
regulation,redirect,redirect,27,120
regulation,repaid,repaid,27,238
regulation,repetit,repetition,27,157
regulation,resurg,resurgence,27,271
regulation,rewrit,rewrite,27,49
regulation,rogoff,rogoff,27,338
regulation,schumpet,schumpeter,27,123
regulation,scrutinis,scrutinised,27,116
